source,target
14821333,13221965
14821334,13340048
14821335,13599260
14821336,14538154
14821340,13299272
14821342,14193047
14821343,14161320
14821344,13846033
14821348,13677776
14821350,13630567
14821351,14169047
14821352,14055523
14821353,13637726
14821358,13947900
14821359,12996616
14821361,14171522
14821362,14311514
14821363,13828629
14821365,14008893
14821367,13428282
14821369,14178486
14821370,13849751
14821372,14348602
14821373,14020899
14821375,13041477
14821376,13869484
14821379,12939515
14821383,14583276
14821388,12955863
14821390,14365844
14821391,13752066
14821394,13758678
14821398,14532661
14821399,13332741
14821400,14303867
14821401,13535497
14821403,13535497
14821406,14420768
14821407,14143479
14821410,13207776
14821414,14162563
14821416,14574452
14821417,12910534
14821420,13495776
14821421,14253320
14821422,13985725
14821424,13460466
14821425,14333218
14821426,13839361
14821429,14174534
14821432,14517701
14821433,13438888
14821434,13565493
14821435,13463242
14821436,13576856
14821440,12875439
14821441,12901697
14821442,14567549
14821443,13825237
14821444,14636750
14821448,13926285
14821449,14149141
14821450,13668195
14821452,12862014
14821453,14268655
14821456,13484427
14821457,14170758
14821459,13345413
14821460,14194765
14821464,14085200
14821465,14270601
14821466,13589995
14821470,14037479
14821478,13445581
14821480,13301743
14821481,13718786
14821488,13734826
14821489,13629323
14821491,14099762
14821493,13082369
14821500,14547264
14821504,13961351
14821505,13264822
14821506,14118288
14821508,13206005
14821509,13930189
14821511,14567048
14821513,14206425
14821522,13615526
14821526,14029449
14821529,13061619
14821531,13074263
14821532,13445581
14821533,14482847
14821535,14312007
14821536,13510731
14821537,14166370
14821540,12878461
14821542,13202991
14821543,14583551
14821547,13448111
14821548,13574729
14821550,13720565
14821552,13960790
14821553,14502197
14821554,12901697
14821557,13858838
14821560,14553045
14821561,14420768
14821563,14215180
14821566,13460466
14821568,13286099
14821570,13324171
14821571,13040310
14821574,14330374
14821578,13839361
14821579,14491703
14821580,13510731
14821581,13676414
14821582,14559582
14821583,14485237
14821584,13980846
14821585,14569852
14821586,12969875
14821589,14175421
14821592,13680148
14821595,13742256
14821596,14583621
14821600,13390459
14821602,14476745
14821605,14108972
14821607,13622172
14821609,14258328
14821613,13460466
14821616,14020899
14821617,14125710
14821619,13886538
14821623,13518464
14821624,13122407
14821626,14103525
14821628,13958690
14821629,13442098
14821630,14241855
14821633,13980846
14821640,13963455
14821641,13751817
14821642,13274554
14821644,13724943
14821647,13427038
14821648,14352634
14821649,14487690
14821657,14360254
14821658,14502197
14821660,13403627
14821663,14035312
14821666,14429026
14821667,13380939
14821669,14352407
14821670,13164957
14821672,14543851
14821675,13612192
14821676,13207776
14821679,12987165
14821681,12919218
14821684,14268655
14821689,12916811
14821694,13420755
14821696,14019922
14821698,14336528
14821699,14384997
14821700,13736196
14821701,13938952
14821702,14526232
14821704,14591992
14821705,13046363
14821706,13405105
14821707,13324316
14821711,13625373
14821714,13390286
14821716,14350555
14821718,14449384
14821720,13916438
14821721,12856441
14821724,13773809
14821726,14338887
14821738,13644017
14821741,14417354
14821744,14574452
14821747,12901697
14821748,14532337
14821749,13674831
14821750,14035312
14821753,13354479
14821754,14421500
14821763,14535287
14821764,13637789
14821767,13564121
14821768,13576295
14821769,13324316
14821771,13482097
14821773,12918983
14821774,14252557
14821776,14078172
14821777,14077776
14821779,13117764
14821781,12866426
14821782,13792576
14821783,13712125
14821784,13410684
14821785,14352935
14821786,12944233
14821787,14392292
14821788,13576295
14821789,14533857
14821791,12889346
14821793,13198425
14821794,13469464
14821801,13702029
14821802,14268655
14821805,13629323
14821806,14578060
14821808,13054654
14821809,13719223
14821813,14508651
14821817,12922736
14821819,14384997
14821822,13825237
14821823,13574990
14821825,13291831
14821826,13043392
14821827,14270597
14821828,14560952
14821831,14035312
14821832,14162563
14821834,14477868
14821835,14421500
14821837,12850557
14821843,14348602
14821847,13445581
14821848,12984147
14821850,12861398
14821855,13946501
14821856,14510370
14821857,13474823
14821859,13940637
14821860,13892085
14821861,14180894
14821862,14203065
14821863,13990387
14821864,13044252
14821866,13882173
14821869,13136169
14821871,13929592
14821873,14125710
14821874,14100335
14821876,13105361
14821878,13980846
14821880,12959202
14821881,13091605
14821883,14348602
14821885,12922736
14821888,12984147
14821891,13425971
14821892,13308904
14821898,13668195
14821901,13460466
14821902,13578806
14821905,13719318
14821907,13822335
14821908,14580542
14821909,13858838
14821911,14360293
14821913,13495776
14821914,14352634
14821915,13328658
14821916,12877855
14821917,13222040
14821918,12910534
14821919,14579434
14821922,12867867
14821928,13109536
14821929,13283403
14821930,12982880
14821932,14170561
14821939,14059165
14821941,14578060
14821942,14612858
14821945,14168061
14821948,13318797
14821949,13986845
14821953,14165184
14821955,13027929
14821960,13576778
14821961,13948415
14821963,14624415
14821968,12871957
14821971,14368823
14821975,13625373
14821976,13814201
14821978,14358296
14821979,14238164
14821981,13172689
14821983,13795097
14821985,13684109
14821989,13497772
14821990,12911788
14821995,13133286
14821996,13645778
14821998,14368823
14821999,14529639
14822001,12969875
14822007,13952835
14822008,12956469
14822010,13447985
14822011,13576295
14822013,13314131
14822014,12933314
14822016,13642646
14822020,13241673
14822025,14542472
14822028,14330374
14822031,13578870
14822032,13784485
14822033,13115419
14822042,13122673
14822045,12960035
14822046,14315354
14822048,14275959
14822054,14578060
14822055,14498509
14822056,13463002
14822057,13938952
14822058,13159161
14822060,13963455
14822066,14215180
14822068,13933237
14822069,12924163
14822073,12969283
14822074,13821643
14822077,13934639
14822083,14632859
14822085,14178303
14822086,13958076
14822088,13192716
14822089,14252557
14822091,13629674
14822092,13980846
14822093,13460466
14822095,13031977
14822098,13407535
14822099,14300851
14822100,13738804
14822101,13987287
14822102,14124351
14822103,13161726
14822106,13445581
14822107,13869298
14822115,13165064
14822122,14194765
14822124,13871702
14822128,13013301
14822130,13885782
14822131,13265304
14822132,14458047
14822133,14368823
14822136,14368823
14822138,12922736
14822141,13704248
14822144,14170758
14822145,14543853
14822147,14437140
14822148,13955725
14822150,13674831
14822151,13793407
14822154,13251302
14822155,14215545
14822156,13056068
14822157,13986845
14822158,13105689
14822160,13534910
14822163,14149141
14822165,13803425
14822167,13366176
14822169,14167051
14822172,13523686
14822173,14503543
14822174,13539757
14822176,14143403
14822177,14019922
14822178,12910534
14822179,13484427
14822187,14373426
14822190,13100976
14822194,13724943
14822195,13674831
14822197,13192607
14822198,13892723
14822202,13829800
14822204,13161726
14822208,13990387
14822210,14321956
14822213,14368823
14822214,13938952
14822219,12861398
14822222,14008860
14822225,14194765
14822226,12983420
14822227,12947614
14822228,13344832
14822229,13353100
14822232,14069434
14822233,13137866
14822235,14142981
14822236,14546031
14822237,14124351
14822238,13650281
14822244,14118288
14822245,13756312
14822246,13452368
14822249,13882912
14822251,14474700
14822252,14581609
14822254,13135285
14822256,13981723
14822258,13916438
14822260,13193925
14822261,12910534
14822265,14420384
14822268,13407326
14822269,13321042
14822270,13864304
14822272,13053290
14822275,14363860
14822278,12877855
14822280,12935600
14822288,13724943
14822289,13647756
14822290,14411804
14822295,13104161
14822296,13438888
14822298,13574990
14822299,14610869
14822302,14491885
14822304,14412368
14822307,13065108
14822308,13916199
14822309,13315769
14822310,14167422
14822311,13918878
14822312,13324316
14822315,14275959
14822316,14336528
14822317,13869484
14822318,13407326
14822319,13719223
14822321,13659519
14822324,13730499
14822325,13854244
14822326,14467314
14822327,13535497
14822329,13338626
14822337,13774078
14822338,14567273
14822339,13265332
14822340,14125710
14822344,14352634
14822346,13821643
14822350,13036957
14822354,13893395
14822355,13938952
14822356,13331530
14822358,13731453
14822359,13980846
14822360,13763768
14822362,12850557
14822364,13574729
14822365,13523872
14822366,14233244
14822367,14491703
14822368,13113223
14822371,12999049
14822373,13934639
14822374,13293930
14822375,13706138
14822378,14610869
14822379,13429482
14822381,13407326
14822382,13395616
14822383,13403627
14822385,14461716
14822386,13463664
14822388,14092126
14822389,13213587
14822393,12929936
14822395,14586304
14822396,13738804
14822397,14215180
14822398,13015535
14822399,13301282
14822401,14142981
14822403,13255539
14822406,14153464
14822414,13308111
14822415,14072252
14822417,14310260
14822418,14336528
14822419,13355215
14822420,13184807
14822421,13392078
14822428,14610869
14822433,14518368
14822436,13615526
14822437,14496313
14822438,13262389
14822439,13505380
14822440,14178303
14822442,13813979
14822446,14137069
14822447,14268617
14822449,13482325
14822450,13576295
14822461,14138880
14822462,13759681
14822463,13602986
14822464,13839361
14822465,13240436
14822467,13356930
14822469,13761396
14822470,14215790
14822472,13104761
14822473,12974447
14822475,13061777
14822480,12984147
14822482,13700241
14822483,13592472
14822486,14038729
14822487,12962196
14822491,14599032
14822492,13750885
14822494,13804909
14822495,12962196
14822499,13613682
14822500,13478710
14822503,14583276
14822506,13448111
14822511,13399000
14822512,13074263
14822513,13815734
14822519,14597778
14822520,13701672
14822521,13504839
14822522,14124351
14822523,14360254
14822525,14051153
14822529,12871957
14822531,14499054
14822532,13427875
14822538,13497009
14822539,13050693
14822541,14333145
14822543,13849751
14822544,13168089
14822546,14221084
14822547,13460466
14822550,12861398
14822553,13670883
14822554,13359477
14822556,14189924
14822557,13243020
14822558,13695116
14822559,13114387
14822562,14174756
14822563,14488104
14822564,13719318
14822566,14579449
14822567,14291355
14822571,13241673
14822573,14591992
14822574,13280199
14822575,13866154
14822576,14491885
14822578,13737284
14822580,13240831
14822582,13963455
14822583,14421500
14822591,14585947
14822592,12904064
14822593,13514416
14822595,13230430
14822596,13866896
14822597,13964153
14822598,14348602
14822602,14312195
14822603,13293758
14822607,13934639
14822611,13178352
14822618,13874491
